Número de póliza,Fecha de inicio,Fecha de vencimiento,Tipo de cobertura,Modelo del coche,Año del coche,Valor asegurado,Deducible,Estado del seguro,Gastos médicos,Daños a terceros
P000009397,2023-03-21,2024-03-20,Cobertura de robo,Chevrolet Cruze,2011,29964,500,Vencido,1,1
P000009398,2023-11-27,2024-11-26,Cobertura de colisión,Honda Civic,2021,21996,700,Vencido,1,1
P000009399,2021-03-01,2022-03-01,Responsabilidad civil,Honda Civic,2022,18558,700,Vencido,1,1
P000009400,2023-01-15,2024-01-15,Cobertura amplia,Chevrolet Cruze,2012,46029,700,Vencido,0,1
P000009401,2025-08-06,2026-08-06,Cobertura amplia,Hyundai Elantra,2019,49848,700,Vencido,0,0
P000009402,2024-02-20,2025-02-19,Cobertura de robo,Toyota Corolla,2018,23019,500,Vencido,0,0
P000009403,2022-12-23,2023-12-23,Responsabilidad civil,Hyundai Elantra,2021,46942,600,Al día,1,1
P000009404,2020-11-08,2021-11-08,Cobertura amplia,Chevrolet Cruze,2012,30994,600,Al día,0,1
P000009405,2020-01-09,2021-01-08,Responsabilidad civil,Toyota Corolla,2022,34769,600,Vencido,1,1
P000009406,2021-08-31,2022-08-31,Cobertura de robo,Chevrolet Cruze,2018,38992,700,Al día,0,1
P000009407,2021-08-23,2022-08-23,Responsabilidad civil,Mazda 3,2015,35701,500,Vencido,1,0
P000009408,2023-08-04,2024-08-03,Cobertura de robo,Chevrolet Cruze,2012,42806,600,Vencido,1,1
P000009409,2021-08-28,2022-08-28,Cobertura de colisión,Toyota Corolla,2020,39093,700,Vencido,1,0
P000009410,2024-05-18,2025-05-18,Responsabilidad civil,Nissan Sentra,2013,28479,600,Al día,0,0
P000009411,2025-01-03,2026-01-03,Cobertura total,Toyota Corolla,2019,41978,500,Vencido,1,0
P000009412,2025-05-13,2026-05-13,Cobertura amplia,Subaru Impreza,2015,25882,700,Vencido,0,1
P000009413,2020-10-02,2021-10-02,Cobertura de robo,Ford Focus,2018,20226,700,Vencido,0,1
P000009414,2021-04-08,2022-04-08,Cobertura de robo,Honda Civic,2020,32488,500,Al día,0,1
P000009415,2024-10-16,2025-10-16,Responsabilidad civil,Chevrolet Cruze,2017,49354,500,Al día,1,0
P000009416,2023-02-14,2024-02-14,Cobertura de robo,Hyundai Elantra,2020,14254,600,Vencido,0,0
P000009417,2021-08-15,2022-08-15,Cobertura de robo,Toyota Corolla,2012,14807,600,Vencido,1,0
P000009418,2021-01-05,2022-01-05,Cobertura amplia,Mazda 3,2017,11196,700,Vencido,1,0
P000009419,2023-08-16,2024-08-15,Cobertura de robo,Volkswagen Jetta,2017,32046,700,Al día,0,0
P000009420,2021-06-06,2022-06-06,Cobertura de colisión,Ford Focus,2021,36814,600,Vencido,1,1
P000009421,2022-01-14,2023-01-14,Cobertura amplia,Honda Civic,2018,16545,600,Vencido,0,1
P000009422,2024-04-26,2025-04-26,Cobertura total,Hyundai Elantra,2010,17004,500,Al día,1,0
P000009423,2023-12-15,2024-12-14,Cobertura total,Kia Forte,2013,11106,700,Vencido,0,1
P000009424,2023-07-31,2024-07-30,Cobertura amplia,Nissan Sentra,2019,47160,600,Vencido,1,1
P000009425,2025-07-17,2026-07-17,Cobertura de colisión,Ford Focus,2017,46925,600,Al día,1,0
P000009426,2024-10-02,2025-10-02,Cobertura total,Hyundai Elantra,2010,13564,500,Al día,1,1
P000009427,2025-05-25,2026-05-25,Cobertura amplia,Hyundai Elantra,2022,34721,600,Al día,0,1
P000009428,2024-08-22,2025-08-22,Cobertura de colisión,Hyundai Elantra,2011,40326,500,Vencido,0,0
P000009429,2023-09-27,2024-09-26,Cobertura amplia,Toyota Corolla,2020,31599,700,Al día,0,1
P000009430,2021-07-20,2022-07-20,Cobertura total,Honda Civic,2019,42493,600,Vencido,0,1
P000009431,2022-10-04,2023-10-04,Cobertura de colisión,Honda Civic,2013,16985,600,Vencido,1,1
P000009432,2024-04-18,2025-04-18,Cobertura amplia,Toyota Corolla,2022,33195,700,Vencido,0,0
P000009433,2024-09-10,2025-09-10,Cobertura de robo,Honda Civic,2014,12627,600,Vencido,1,0
P000009434,2025-07-29,2026-07-29,Cobertura total,Hyundai Elantra,2022,30811,500,Vencido,0,1
P000009435,2025-12-26,2026-12-26,Cobertura de colisión,Honda Civic,2015,28372,700,Vencido,1,0
P000009436,2025-07-10,2026-07-10,Cobertura de colisión,Toyota Corolla,2013,24265,500,Vencido,1,1
P000009437,2025-12-21,2026-12-21,Cobertura amplia,Ford Focus,2018,49978,600,Vencido,0,1
P000009438,2022-07-31,2023-07-31,Responsabilidad civil,Chevrolet Cruze,2022,44684,600,Vencido,1,0
P000009439,2024-04-24,2025-04-24,Cobertura de colisión,Chevrolet Cruze,2015,10529,500,Vencido,0,1
P000009440,2020-12-08,2021-12-08,Responsabilidad civil,Ford Focus,2015,32811,600,Al día,1,1
P000009441,2024-09-23,2025-09-23,Cobertura de colisión,Toyota Corolla,2014,25383,500,Al día,1,0
P000009442,2025-11-28,2026-11-28,Responsabilidad civil,Ford Focus,2015,30741,700,Vencido,0,0
P000009443,2022-06-17,2023-06-17,Cobertura total,Toyota Corolla,2013,25561,600,Vencido,1,0
P000009444,2020-12-23,2021-12-23,Responsabilidad civil,Chevrolet Cruze,2010,21388,700,Al día,1,0
P000009445,2022-08-21,2023-08-21,Cobertura total,Nissan Sentra,2014,10769,700,Al día,1,1
P000009446,2024-01-21,2025-01-20,Cobertura de robo,Honda Civic,2016,11783,500,Al día,1,0
P000009447,2020-01-12,2021-01-11,Cobertura total,Ford Focus,2022,25274,500,Vencido,0,0
P000009448,2022-04-12,2023-04-12,Cobertura de colisión,Hyundai Elantra,2018,11776,500,Vencido,1,1
P000009449,2020-03-11,2021-03-11,Cobertura de robo,Kia Forte,2019,44514,700,Vencido,0,1
P000009450,2024-01-24,2025-01-23,Responsabilidad civil,Ford Focus,2020,20565,600,Al día,1,0
P000009451,2025-04-25,2026-04-25,Responsabilidad civil,Hyundai Elantra,2011,14409,600,Vencido,1,1
P000009452,2021-07-01,2022-07-01,Cobertura de colisión,Volkswagen Jetta,2022,20310,600,Vencido,0,0
P000009453,2021-03-27,2022-03-27,Cobertura amplia,Hyundai Elantra,2011,40986,700,Al día,1,1
P000009454,2020-09-01,2021-09-01,Cobertura de robo,Toyota Corolla,2021,25431,500,Vencido,0,1
P000009455,2023-12-01,2024-11-30,Responsabilidad civil,Volkswagen Jetta,2021,42038,500,Al día,0,0
P000009456,2024-01-18,2025-01-17,Cobertura total,Volkswagen Jetta,2014,18637,500,Al día,0,1
P000009457,2021-07-24,2022-07-24,Cobertura de robo,Kia Forte,2017,45599,500,Vencido,0,0
P000009458,2023-04-22,2024-04-21,Cobertura de robo,Chevrolet Cruze,2018,21219,700,Vencido,0,0
P000009459,2025-02-28,2026-02-28,Cobertura de colisión,Volkswagen Jetta,2019,19571,600,Vencido,1,1
P000009460,2021-08-13,2022-08-13,Cobertura amplia,Kia Forte,2019,46624,600,Al día,0,1
P000009461,2024-09-20,2025-09-20,Responsabilidad civil,Ford Focus,2021,23276,600,Vencido,0,0
P000009462,2022-09-20,2023-09-20,Cobertura amplia,Nissan Sentra,2011,16882,600,Al día,1,1
P000009463,2022-05-13,2023-05-13,Cobertura amplia,Ford Focus,2021,29834,700,Al día,0,0
P000009464,2022-07-08,2023-07-08,Responsabilidad civil,Mazda 3,2013,39340,600,Vencido,0,1
P000009465,2020-08-16,2021-08-16,Cobertura de colisión,Nissan Sentra,2014,47315,600,Al día,1,1
P000009466,2021-07-18,2022-07-18,Cobertura amplia,Ford Focus,2012,14273,700,Vencido,0,1
P000009467,2021-04-25,2022-04-25,Cobertura amplia,Toyota Corolla,2019,37766,500,Vencido,1,0
P000009468,2021-08-09,2022-08-09,Cobertura de robo,Ford Focus,2021,34334,700,Vencido,1,0
P000009469,2024-03-26,2025-03-26,Cobertura total,Ford Focus,2021,20099,500,Al día,1,1
P000009470,2020-04-17,2021-04-17,Cobertura total,Ford Focus,2017,16829,700,Al día,1,0
P000009471,2024-10-05,2025-10-05,Responsabilidad civil,Mazda 3,2018,12593,700,Vencido,0,0
P000009472,2024-03-02,2025-03-02,Cobertura de colisión,Toyota Corolla,2010,12199,600,Al día,1,1
P000009473,2020-08-09,2021-08-09,Cobertura de colisión,Chevrolet Cruze,2020,19933,700,Al día,1,0
P000009474,2021-03-10,2022-03-10,Cobertura amplia,Nissan Sentra,2012,15885,500,Vencido,1,1
P000009475,2020-10-29,2021-10-29,Cobertura de colisión,Toyota Corolla,2019,40724,500,Al día,0,0
P000009476,2025-05-07,2026-05-07,Cobertura total,Honda Civic,2019,24835,700,Vencido,1,0
P000009477,2021-10-09,2022-10-09,Cobertura total,Toyota Corolla,2015,14820,600,Al día,1,0
P000009478,2020-05-03,2021-05-03,Responsabilidad civil,Ford Focus,2014,29704,700,Vencido,1,1
P000009479,2021-08-24,2022-08-24,Cobertura de robo,Nissan Sentra,2013,12225,500,Vencido,0,0
P000009480,2024-02-05,2025-02-04,Cobertura de colisión,Chevrolet Cruze,2020,31198,500,Vencido,0,0
P000009481,2021-08-01,2022-08-01,Cobertura total,Chevrolet Cruze,2012,10323,500,Al día,0,1
P000009482,2020-11-19,2021-11-19,Cobertura amplia,Chevrolet Cruze,2022,36343,600,Vencido,0,0
P000009483,2022-09-30,2023-09-30,Cobertura total,Nissan Sentra,2011,37294,600,Al día,1,0
P000009484,2020-11-11,2021-11-11,Cobertura total,Kia Forte,2015,18431,500,Al día,1,1
P000009485,2020-02-21,2021-02-20,Cobertura amplia,Chevrolet Cruze,2014,15053,500,Vencido,1,1
P000009486,2024-09-01,2025-09-01,Cobertura amplia,Nissan Sentra,2011,37847,700,Vencido,0,1
P000009487,2021-09-05,2022-09-05,Cobertura total,Volkswagen Jetta,2015,48779,700,Vencido,0,0
P000009488,2022-01-17,2023-01-17,Cobertura total,Chevrolet Cruze,2014,49652,600,Vencido,0,1
P000009489,2025-04-08,2026-04-08,Cobertura amplia,Honda Civic,2017,36140,600,Al día,0,0
P000009490,2021-07-27,2022-07-27,Responsabilidad civil,Volkswagen Jetta,2010,44821,500,Al día,1,1
P000009491,2025-11-30,2026-11-30,Cobertura amplia,Nissan Sentra,2014,30081,500,Vencido,1,1
P000009492,2023-05-11,2024-05-10,Cobertura de robo,Mazda 3,2017,30087,700,Al día,0,0
P000009493,2025-04-09,2026-04-09,Cobertura de colisión,Ford Focus,2014,24563,600,Vencido,1,0
P000009494,2024-08-12,2025-08-12,Cobertura de colisión,Hyundai Elantra,2014,47635,700,Al día,1,1
P000009495,2023-10-13,2024-10-12,Cobertura total,Subaru Impreza,2011,38333,500,Vencido,1,1
P000009496,2024-12-23,2025-12-23,Responsabilidad civil,Nissan Sentra,2016,46529,500,Al día,1,0
P000009497,2020-02-24,2021-02-23,Cobertura de robo,Toyota Corolla,2021,29750,600,Vencido,1,0
P000009498,2023-03-20,2024-03-19,Cobertura total,Honda Civic,2020,46672,600,Al día,0,1
P000009499,2021-03-31,2022-03-31,Cobertura de colisión,Ford Focus,2015,14012,500,Al día,0,0
P000009500,2021-09-30,2022-09-30,Responsabilidad civil,Chevrolet Cruze,2011,38907,600,Al día,1,1
P000009501,2020-09-02,2021-09-02,Cobertura de robo,Toyota Corolla,2018,38732,700,Vencido,1,1
P000009502,2020-05-11,2021-05-11,Cobertura amplia,Mazda 3,2021,41328,600,Al día,0,0
P000009503,2021-12-11,2022-12-11,Responsabilidad civil,Volkswagen Jetta,2017,27480,700,Al día,1,1
P000009504,2025-08-23,2026-08-23,Cobertura amplia,Toyota Corolla,2019,16993,700,Vencido,0,0
P000009505,2021-10-18,2022-10-18,Cobertura total,Mazda 3,2012,48415,500,Vencido,1,0
P000009506,2020-02-14,2021-02-13,Cobertura amplia,Toyota Corolla,2018,48224,500,Vencido,0,1
P000009507,2024-06-11,2025-06-11,Responsabilidad civil,Hyundai Elantra,2022,45905,600,Al día,1,1
P000009508,2024-10-01,2025-10-01,Cobertura de robo,Chevrolet Cruze,2010,21074,700,Vencido,0,0
P000009509,2025-02-03,2026-02-03,Cobertura total,Chevrolet Cruze,2019,20744,700,Al día,1,0
P000009510,2022-11-22,2023-11-22,Cobertura amplia,Nissan Sentra,2017,23309,700,Vencido,1,0
P000009511,2025-08-17,2026-08-17,Cobertura total,Subaru Impreza,2021,49036,600,Vencido,1,0
P000009512,2023-06-07,2024-06-06,Cobertura de colisión,Ford Focus,2022,38101,700,Vencido,1,1
P000009513,2022-07-20,2023-07-20,Cobertura de colisión,Chevrolet Cruze,2018,48759,700,Vencido,1,0
P000009514,2024-10-01,2025-10-01,Cobertura de robo,Honda Civic,2011,19227,500,Vencido,0,1
P000009515,2021-10-04,2022-10-04,Cobertura amplia,Chevrolet Cruze,2019,42477,500,Vencido,0,0
P000009516,2023-01-18,2024-01-18,Cobertura amplia,Mazda 3,2014,40805,700,Vencido,0,1
P000009517,2021-01-11,2022-01-11,Responsabilidad civil,Kia Forte,2021,28852,600,Al día,1,1
P000009518,2025-11-06,2026-11-06,Cobertura de colisión,Honda Civic,2019,46134,600,Al día,1,0
P000009519,2024-03-26,2025-03-26,Responsabilidad civil,Toyota Corolla,2014,40573,600,Al día,0,0
P000009520,2021-05-27,2022-05-27,Cobertura de colisión,Hyundai Elantra,2016,27821,500,Al día,1,1
P000009521,2022-05-17,2023-05-17,Cobertura de robo,Volkswagen Jetta,2016,14510,500,Vencido,0,0
P000009522,2024-06-28,2025-06-28,Cobertura de colisión,Chevrolet Cruze,2015,37939,700,Vencido,0,1
P000009523,2020-08-17,2021-08-17,Cobertura de colisión,Honda Civic,2021,27974,500,Vencido,1,0
P000009524,2022-06-15,2023-06-15,Cobertura de colisión,Kia Forte,2016,16416,700,Vencido,0,1
P000009525,2024-05-25,2025-05-25,Cobertura amplia,Honda Civic,2010,14767,500,Al día,1,1
P000009526,2022-01-22,2023-01-22,Cobertura amplia,Toyota Corolla,2021,14733,600,Al día,1,1
P000009527,2020-11-12,2021-11-12,Responsabilidad civil,Toyota Corolla,2016,42125,700,Vencido,1,0
P000009528,2025-04-02,2026-04-02,Cobertura amplia,Ford Focus,2020,24602,600,Al día,0,1
P000009529,2025-05-09,2026-05-09,Cobertura total,Honda Civic,2010,42597,600,Vencido,0,1
P000009530,2023-07-06,2024-07-05,Cobertura total,Kia Forte,2018,15224,600,Al día,1,0
P000009531,2024-07-17,2025-07-17,Responsabilidad civil,Chevrolet Cruze,2018,28756,600,Vencido,0,1
P000009532,2024-04-07,2025-04-07,Cobertura amplia,Honda Civic,2012,45102,600,Al día,1,0
P000009533,2021-11-06,2022-11-06,Cobertura amplia,Hyundai Elantra,2022,27284,600,Vencido,1,0
P000009534,2020-08-11,2021-08-11,Cobertura de colisión,Mazda 3,2010,23560,600,Al día,0,1
P000009535,2024-03-01,2025-03-01,Cobertura de robo,Honda Civic,2019,20838,700,Vencido,0,0
P000009536,2024-10-03,2025-10-03,Responsabilidad civil,Toyota Corolla,2012,18128,700,Vencido,1,1
P000009537,2022-03-08,2023-03-08,Cobertura de colisión,Subaru Impreza,2011,20944,600,Al día,0,0
P000009538,2023-01-10,2024-01-10,Cobertura de colisión,Kia Forte,2012,44873,500,Al día,1,0
P000009539,2021-03-20,2022-03-20,Cobertura de colisión,Subaru Impreza,2016,42828,600,Al día,0,0
P000009540,2021-03-03,2022-03-03,Cobertura de colisión,Mazda 3,2021,42824,500,Vencido,0,0
P000009541,2020-11-14,2021-11-14,Cobertura de robo,Kia Forte,2011,32117,500,Al día,1,0
P000009542,2024-01-25,2025-01-24,Responsabilidad civil,Subaru Impreza,2020,11854,500,Al día,1,0
P000009543,2023-10-06,2024-10-05,Cobertura total,Chevrolet Cruze,2020,28693,700,Al día,1,1
P000009544,2020-04-24,2021-04-24,Cobertura de robo,Honda Civic,2019,12943,700,Al día,0,1
P000009545,2022-09-08,2023-09-08,Cobertura amplia,Hyundai Elantra,2020,31533,700,Vencido,0,0
P000009546,2023-03-01,2024-02-29,Cobertura de robo,Honda Civic,2017,14570,600,Al día,0,0
P000009547,2021-10-28,2022-10-28,Responsabilidad civil,Nissan Sentra,2017,31312,500,Al día,0,0
P000009548,2021-03-12,2022-03-12,Cobertura total,Kia Forte,2010,48276,700,Vencido,0,1
P000009549,2020-09-24,2021-09-24,Cobertura amplia,Kia Forte,2021,39960,500,Vencido,0,1
P000009550,2022-05-17,2023-05-17,Cobertura de colisión,Toyota Corolla,2013,16001,600,Vencido,1,1
P000009551,2020-02-14,2021-02-13,Cobertura de robo,Kia Forte,2011,43636,600,Al día,1,1
P000009552,2023-06-20,2024-06-19,Cobertura de robo,Toyota Corolla,2020,48105,500,Vencido,1,0
P000009553,2022-02-07,2023-02-07,Cobertura de robo,Honda Civic,2014,24956,600,Al día,0,0
P000009554,2022-04-06,2023-04-06,Responsabilidad civil,Chevrolet Cruze,2018,41150,700,Vencido,0,1
P000009555,2020-05-12,2021-05-12,Cobertura de colisión,Nissan Sentra,2014,49157,500,Al día,1,1
P000009556,2022-09-11,2023-09-11,Responsabilidad civil,Chevrolet Cruze,2010,10663,600,Al día,0,0
P000009557,2023-01-07,2024-01-07,Cobertura de colisión,Volkswagen Jetta,2018,27023,600,Vencido,1,1
P000009558,2020-12-14,2021-12-14,Cobertura de robo,Hyundai Elantra,2015,43201,700,Vencido,0,1
P000009559,2020-07-02,2021-07-02,Responsabilidad civil,Toyota Corolla,2021,17716,500,Vencido,1,1
P000009560,2025-06-04,2026-06-04,Cobertura amplia,Toyota Corolla,2015,39158,600,Vencido,0,1
P000009561,2020-07-06,2021-07-06,Responsabilidad civil,Kia Forte,2010,48285,700,Vencido,1,0
P000009562,2020-07-15,2021-07-15,Responsabilidad civil,Chevrolet Cruze,2015,29044,700,Al día,1,1
P000009563,2023-07-12,2024-07-11,Cobertura total,Nissan Sentra,2011,26140,500,Al día,1,1
P000009564,2021-01-16,2022-01-16,Responsabilidad civil,Toyota Corolla,2019,46729,500,Al día,1,0
P000009565,2023-06-18,2024-06-17,Cobertura de colisión,Toyota Corolla,2018,31260,500,Vencido,0,1
P000009566,2020-02-04,2021-02-03,Cobertura de colisión,Honda Civic,2019,20629,600,Vencido,0,0
P000009567,2023-12-31,2024-12-30,Cobertura de robo,Mazda 3,2021,18142,600,Al día,1,0
P000009568,2023-03-02,2024-03-01,Responsabilidad civil,Hyundai Elantra,2015,47486,600,Vencido,1,1
P000009569,2024-06-18,2025-06-18,Responsabilidad civil,Honda Civic,2020,36722,700,Al día,0,1
P000009570,2025-08-10,2026-08-10,Cobertura de colisión,Honda Civic,2021,20255,600,Vencido,0,1
P000009571,2022-03-09,2023-03-09,Responsabilidad civil,Nissan Sentra,2018,48516,700,Vencido,0,0
P000009572,2023-07-12,2024-07-11,Responsabilidad civil,Subaru Impreza,2020,27165,500,Vencido,1,1
P000009573,2024-05-19,2025-05-19,Cobertura amplia,Chevrolet Cruze,2015,45159,600,Vencido,1,1
P000009574,2023-12-28,2024-12-27,Cobertura total,Ford Focus,2010,37086,600,Vencido,1,0
P000009575,2021-06-14,2022-06-14,Cobertura de colisión,Toyota Corolla,2011,37365,500,Vencido,0,0
P000009576,2021-02-02,2022-02-02,Cobertura de colisión,Ford Focus,2014,16098,600,Al día,1,0
P000009577,2023-09-19,2024-09-18,Cobertura de robo,Honda Civic,2010,21029,500,Vencido,1,1
P000009578,2024-07-26,2025-07-26,Cobertura de colisión,Toyota Corolla,2010,40385,700,Vencido,0,1
P000009579,2025-08-24,2026-08-24,Cobertura de robo,Chevrolet Cruze,2016,24505,700,Vencido,0,0
P000009580,2021-02-17,2022-02-17,Responsabilidad civil,Ford Focus,2018,16767,700,Al día,1,0
P000009581,2025-08-18,2026-08-18,Cobertura amplia,Honda Civic,2022,27811,500,Vencido,1,0
P000009582,2021-09-07,2022-09-07,Cobertura total,Mazda 3,2011,26423,700,Vencido,1,1
P000009583,2020-04-07,2021-04-07,Cobertura amplia,Toyota Corolla,2014,13304,500,Vencido,1,0
P000009584,2024-04-14,2025-04-14,Cobertura de robo,Hyundai Elantra,2017,11985,700,Al día,1,1
P000009585,2025-05-07,2026-05-07,Cobertura amplia,Nissan Sentra,2010,49902,500,Al día,1,0
P000009586,2020-06-02,2021-06-02,Responsabilidad civil,Chevrolet Cruze,2012,30668,700,Al día,1,0
P000009587,2023-04-03,2024-04-02,Cobertura amplia,Toyota Corolla,2022,15838,500,Al día,0,1
P000009588,2021-10-22,2022-10-22,Cobertura amplia,Chevrolet Cruze,2015,31003,500,Al día,1,1
P000009589,2021-09-12,2022-09-12,Cobertura amplia,Toyota Corolla,2020,10811,500,Al día,0,0
P000009590,2025-03-11,2026-03-11,Cobertura amplia,Hyundai Elantra,2016,25698,600,Vencido,1,1
P000009591,2020-11-18,2021-11-18,Cobertura de colisión,Kia Forte,2012,18670,700,Vencido,0,0
P000009592,2021-01-17,2022-01-17,Cobertura total,Chevrolet Cruze,2020,11852,500,Al día,1,0
P000009593,2022-08-06,2023-08-06,Cobertura de colisión,Toyota Corolla,2022,32823,500,Al día,0,0
P000009594,2022-06-02,2023-06-02,Cobertura amplia,Toyota Corolla,2020,31846,600,Vencido,1,1
P000009595,2021-07-30,2022-07-30,Cobertura de robo,Chevrolet Cruze,2020,16653,700,Vencido,0,1
P000009596,2021-10-21,2022-10-21,Responsabilidad civil,Honda Civic,2020,36412,600,Vencido,0,1
P000009597,2025-08-16,2026-08-16,Cobertura de colisión,Honda Civic,2017,46689,500,Vencido,0,1
P000009598,2025-10-15,2026-10-15,Responsabilidad civil,Nissan Sentra,2011,35792,700,Vencido,0,1
P000009599,2025-11-13,2026-11-13,Cobertura amplia,Toyota Corolla,2012,48361,500,Al día,0,1
P000009600,2023-10-30,2024-10-29,Cobertura amplia,Toyota Corolla,2011,12272,600,Al día,0,0
P000009601,2025-01-06,2026-01-06,Cobertura de robo,Honda Civic,2019,32392,700,Al día,1,0
P000009602,2021-06-21,2022-06-21,Cobertura de robo,Subaru Impreza,2018,31723,700,Al día,1,1
P000009603,2023-10-20,2024-10-19,Responsabilidad civil,Subaru Impreza,2011,12881,500,Vencido,0,1
P000009604,2023-04-06,2024-04-05,Responsabilidad civil,Honda Civic,2010,31950,700,Al día,1,0
P000009605,2024-01-15,2025-01-14,Cobertura amplia,Toyota Corolla,2017,26978,700,Vencido,0,0
P000009606,2024-10-30,2025-10-30,Cobertura de colisión,Ford Focus,2021,43032,700,Vencido,0,1
P000009607,2020-06-12,2021-06-12,Cobertura de colisión,Toyota Corolla,2018,34388,500,Vencido,1,1
P000009608,2024-05-06,2025-05-06,Cobertura amplia,Nissan Sentra,2022,40786,700,Vencido,1,0
P000009609,2022-09-06,2023-09-06,Cobertura de robo,Volkswagen Jetta,2013,23820,500,Vencido,1,1
P000009610,2022-05-05,2023-05-05,Cobertura de colisión,Volkswagen Jetta,2019,19882,500,Vencido,0,1
P000009611,2020-11-03,2021-11-03,Responsabilidad civil,Subaru Impreza,2016,21698,500,Al día,1,0
P000009612,2021-09-16,2022-09-16,Responsabilidad civil,Honda Civic,2013,29351,700,Vencido,0,1
P000009613,2025-07-30,2026-07-30,Cobertura amplia,Chevrolet Cruze,2011,27493,500,Al día,0,1
P000009614,2021-02-02,2022-02-02,Cobertura de colisión,Ford Focus,2020,26143,600,Al día,0,0
P000009615,2020-03-02,2021-03-02,Cobertura de robo,Subaru Impreza,2018,32504,500,Vencido,1,1
P000009616,2021-08-07,2022-08-07,Cobertura amplia,Hyundai Elantra,2013,29053,500,Vencido,0,1
P000009617,2023-06-21,2024-06-20,Cobertura total,Hyundai Elantra,2016,14760,500,Al día,0,0
P000009618,2020-12-23,2021-12-23,Cobertura amplia,Mazda 3,2014,15545,500,Vencido,1,0
P000009619,2025-08-05,2026-08-05,Cobertura total,Honda Civic,2015,11590,500,Vencido,1,1
P000009620,2021-01-20,2022-01-20,Responsabilidad civil,Volkswagen Jetta,2017,49778,600,Vencido,1,0
